api_id,vendor,api_name,endpoint,method,business_unit,authentication,tls_enabled,rate_limit,public_exposure,last_used,status,risk_score,risk_level
API0493,Mastercard,Invoice API,/api/v1/invoice,PUT,Finance,OAuth2,False,False,False,2025-07-28 15:05:31.467714,Deprecated,50,Moderate
API0028,AWS,Authorization API,/api/v1/authorization,GET,HR,OAuth2,False,True,False,2025-07-10 15:05:31.461394,Deprecated,40,Moderate
API0472,Workday,Customer API,/api/v1/customer,DELETE,Identity,None,False,False,True,2026-05-06 15:05:31.467537,Active,100,Critical
API0231,KPMG,Invoice API,/api/v1/invoice,GET,DevOps,JWT,True,False,False,2026-03-05 15:05:31.464906,Active,10,Low
API0261,Oracle Cloud,Billing API,/api/v1/billing,DELETE,Analytics,API Key,False,False,True,2025-09-05 15:05:31.465363,Zombie,100,Critical
API0379,Infosys,Invoice API,/api/v1/invoice,DELETE,HR,None,False,False,False,2025-11-11 15:05:31.466736,Deprecated,70,High
API0289,TCS,Analytics API,/api/v1/analytics,POST,HR,Basic,False,True,True,2025-12-28 15:05:31.465818,Active,70,High
API0163,Palo Alto Networks,User API,/api/v1/user,POST,Storage,Basic,True,False,True,2025-07-04 15:05:31.463558,Zombie,70,High
API0392,Redis,Logging API,/api/v1/logging,DELETE,HR,OAuth2,False,False,False,2025-08-05 15:05:31.466844,Deprecated,50,Moderate
API0469,Workday,Audit API,/api/v1/audit,PUT,DevOps,JWT,True,False,False,2025-08-11 15:05:31.467506,Deprecated,20,Low
API0139,Fortinet,Recommendation API,/api/v1/recommendation,GET,Identity,API Key,False,False,True,2026-05-08 15:05:31.463196,Active,80,High
API0063,Cisco,Profile API,/api/v1/profile,GET,Finance,None,False,True,True,2025-07-27 15:05:31.462049,Zombie,100,Critical
API0136,Fortinet,Invoice API,/api/v1/invoice,GET,Analytics,OAuth2,False,True,False,2026-03-07 15:05:31.463152,Active,30,Moderate
API0129,IBM Cloud,Search API,/api/v1/search,POST,HR,JWT,True,True,True,2026-05-30 15:05:31.463038,Active,40,Moderate
API0524,Stripe,Profile API,/api/v1/profile,GET,Finance,API Key,False,False,True,2026-04-28 15:05:31.467964,Active,80,High
API0009,Check Point,File Upload API,/api/v1/file-upload,DELETE,Finance,JWT,False,True,True,2026-05-11 15:05:31.460446,Active,70,High
API0327,Zscaler,Search API,/api/v1/search,GET,Identity,OAuth2,True,False,False,2026-03-21 15:05:31.466264,Active,10,Low
API0345,PayPal,Audit API,/api/v1/audit,GET,Identity,JWT,False,True,True,2026-03-08 15:05:31.466411,Active,70,High
API0065,Cisco,Recommendation API,/api/v1/recommendation,GET,Storage,Basic,False,False,False,2025-07-31 15:05:31.462079,Deprecated,50,Moderate
API0301,PwC,Customer API,/api/v1/customer,POST,HR,API Key,False,False,True,2025-09-28 15:05:31.466016,Zombie,100,Critical
API0015,Check Point,Admin API,/api/v1/admin,PUT,CRM,JWT,True,False,False,2025-07-31 15:05:31.461151,Deprecated,20,Low
API0157,Palo Alto Networks,Authorization API,/api/v1/authorization,POST,Analytics,API Key,True,True,False,2026-01-10 15:05:31.463462,Deprecated,10,Low
API0041,Google Cloud,Search API,/api/v1/search,POST,Storage,None,True,False,False,2025-11-07 15:05:31.461611,Deprecated,40,Moderate
API0380,Infosys,Customer API,/api/v1/customer,POST,Finance,JWT,True,True,False,2025-07-18 15:05:31.466743,Deprecated,10,Low
API0508,Wipro,Email API,/api/v1/email,POST,Analytics,API Key,True,False,True,2026-05-01 15:05:31.467839,Active,50,Moderate
API0452,Ping Identity,Notification API,/api/v1/notification,PUT,Payments,JWT,True,False,False,2026-03-09 15:05:31.467337,Active,10,Low
API0217,SAP,Authorization API,/api/v1/authorization,DELETE,DevOps,JWT,False,True,False,2025-12-12 15:05:31.464435,Deprecated,40,Moderate
API0410,MongoDB,Admin API,/api/v1/admin,DELETE,CRM,None,False,True,False,2026-06-15 15:05:31.466985,Active,50,Moderate
API0280,Trend Micro,Analytics API,/api/v1/analytics,DELETE,Finance,API Key,False,False,True,2026-03-20 15:05:31.465659,Active,80,High
API0481,Mastercard,Search API,/api/v1/search,PUT,Finance,None,False,False,False,2025-12-27 15:05:31.467616,Deprecated,70,High
API0477,Workday,Authentication API,/api/v1/authentication,GET,Analytics,None,False,False,False,2025-08-02 15:05:31.467579,Deprecated,70,High
API0338,PayPal,Authorization API,/api/v1/authorization,PUT,DevOps,JWT,False,True,False,2026-06-01 15:05:31.466356,Active,30,Moderate
API0237,KPMG,Database API,/api/v1/database,POST,Storage,JWT,True,True,True,2026-05-24 15:05:31.465003,Active,40,Moderate
API0208,EY,Storage API,/api/v1/storage,GET,Finance,OAuth2,False,False,False,2025-11-11 15:05:31.464183,Deprecated,50,Moderate
API0213,SAP,Recommendation API,/api/v1/recommendation,PUT,CRM,Basic,True,False,False,2026-03-26 15:05:31.464282,Active,10,Low
API0296,TCS,Recommendation API,/api/v1/recommendation,GET,CRM,OAuth2,False,False,False,2026-04-25 15:05:31.465926,Active,40,Moderate
API0505,Wipro,Billing API,/api/v1/billing,PUT,Payments,JWT,False,True,True,2025-10-19 15:05:31.467815,Zombie,90,Critical
API0252,Okta,Email API,/api/v1/email,PUT,CRM,Basic,True,False,False,2025-10-07 15:05:31.465225,Deprecated,20,Low
API0532,Auth0,Authorization API,/api/v1/authorization,GET,Analytics,API Key,True,True,True,2026-05-05 15:05:31.468038,Active,40,Moderate
API0506,Wipro,Customer API,/api/v1/customer,POST,Payments,JWT,False,False,False,2025-09-13 15:05:31.467822,Deprecated,50,Moderate
API0304,PwC,Authorization API,/api/v1/authorization,DELETE,Payments,API Key,False,False,True,2025-11-27 15:05:31.466052,Zombie,100,Critical
API0351,Visa,Database API,/api/v1/database,POST,DevOps,None,False,False,True,2026-03-10 15:05:31.466464,Active,100,Critical
API0270,Oracle Cloud,User API,/api/v1/user,GET,Finance,API Key,False,False,False,2025-06-30 15:05:31.465508,Deprecated,50,Moderate
API0502,Wipro,Audit API,/api/v1/audit,PUT,CRM,OAuth2,False,True,True,2025-11-28 15:05:31.467790,Zombie,90,Critical
API0202,EY,Recommendation API,/api/v1/recommendation,PUT,Payments,API Key,False,False,False,2026-02-26 15:05:31.464108,Active,40,Moderate
API0162,Palo Alto Networks,Email API,/api/v1/email,DELETE,HR,JWT,True,False,False,2026-02-20 15:05:31.463545,Deprecated,20,Low
API0044,Google Cloud,Analytics API,/api/v1/analytics,GET,HR,Basic,True,True,False,2025-12-21 15:05:31.461739,Deprecated,10,Low
API0218,SAP,File Upload API,/api/v1/file-upload,PUT,Storage,Basic,False,True,False,2025-09-05 15:05:31.464482,Deprecated,40,Moderate
API0402,Redis,Recommendation API,/api/v1/recommendation,POST,Finance,Basic,True,True,False,2026-02-20 15:05:31.466919,Deprecated,10,Low
API0191,Deloitte,Email API,/api/v1/email,POST,DevOps,OAuth2,True,True,False,2025-10-13 15:05:31.463945,Deprecated,10,Low
API0310,PwC,Search API,/api/v1/search,DELETE,DevOps,API Key,True,False,True,2026-03-13 15:05:31.466120,Active,50,Moderate
API0260,Oracle Cloud,Admin API,/api/v1/admin,PUT,Identity,OAuth2,False,True,True,2025-12-15 15:05:31.465351,Zombie,90,Critical
API0106,Microsoft Azure,Analytics API,/api/v1/analytics,GET,HR,API Key,True,False,False,2026-03-19 15:05:31.462691,Active,10,Low
API0054,Oracle,Notification API,/api/v1/notification,PUT,Payments,OAuth2,True,True,True,2026-02-22 15:05:31.461906,Active,40,Moderate
API0390,Infosys,CRM API,/api/v1/crm,GET,CRM,Basic,True,False,True,2026-05-28 15:05:31.466821,Active,50,Moderate
API0002,Check Point,CRM API,/api/v1/crm,GET,Finance,OAuth2,False,True,False,2025-07-01 15:05:31.460377,Deprecated,40,Moderate
API0488,Mastercard,Email API,/api/v1/email,DELETE,Analytics,Basic,True,True,True,2025-08-28 15:05:31.467677,Zombie,60,High
API0360,Visa,Authorization API,/api/v1/authorization,GET,DevOps,API Key,True,True,True,2026-04-27 15:05:31.466572,Active,40,Moderate
API0050,Oracle,Email API,/api/v1/email,PUT,Storage,Basic,True,True,False,2025-09-01 15:05:31.461858,Deprecated,10,Low
API0420,MongoDB,Invoice API,/api/v1/invoice,GET,Payments,API Key,True,True,False,2026-01-16 15:05:31.467070,Deprecated,10,Low
API0081,CrowdStrike,Logging API,/api/v1/logging,GET,CRM,API Key,False,True,True,2026-02-24 15:05:31.462312,Active,70,High
API0206,EY,File Upload API,/api/v1/file-upload,PUT,CRM,None,True,False,True,2025-12-15 15:05:31.464160,Zombie,90,Critical
API0035,Google Cloud,Notification API,/api/v1/notification,PUT,CRM,None,False,True,False,2026-04-15 15:05:31.461519,Active,50,Moderate
API0431,Databricks,Authorization API,/api/v1/authorization,POST,DevOps,JWT,True,True,True,2026-06-09 15:05:31.467162,Active,40,Moderate
API0264,Oracle Cloud,Logging API,/api/v1/logging,PUT,Finance,None,True,False,True,2025-10-31 15:05:31.465410,Zombie,90,Critical
API0428,Databricks,Invoice API,/api/v1/invoice,DELETE,CRM,JWT,False,False,True,2025-08-04 15:05:31.467139,Zombie,100,Critical
API0455,Ping Identity,Profile API,/api/v1/profile,POST,DevOps,None,True,False,False,2026-04-25 15:05:31.467364,Active,30,Moderate
API0444,Accenture,Invoice API,/api/v1/invoice,GET,HR,Basic,True,True,False,2025-08-03 15:05:31.467268,Deprecated,10,Low
API0367,ServiceNow,CRM API,/api/v1/crm,POST,Identity,JWT,True,False,True,2025-12-07 15:05:31.466637,Zombie,70,High
API0092,Cloudflare,Analytics API,/api/v1/analytics,GET,Payments,JWT,True,False,False,2026-05-21 15:05:31.462462,Active,10,Low
API0340,PayPal,Email API,/api/v1/email,PUT,Identity,OAuth2,True,True,False,2025-11-26 15:05:31.466371,Deprecated,10,Low
API0521,Stripe,Analytics API,/api/v1/analytics,POST,Storage,OAuth2,True,True,False,2025-09-04 15:05:31.467941,Deprecated,10,Low
API0053,Oracle,Analytics API,/api/v1/analytics,GET,CRM,None,False,False,False,2025-09-29 15:05:31.461894,Deprecated,70,High
API0346,Visa,Payment API,/api/v1/payment,GET,Storage,API Key,False,True,False,2025-08-18 15:05:31.466426,Deprecated,40,Moderate
API0265,Oracle Cloud,Customer API,/api/v1/customer,GET,Finance,None,False,False,False,2025-12-27 15:05:31.465426,Deprecated,70,High
API0242,Okta,User API,/api/v1/user,DELETE,Storage,Basic,True,False,False,2026-03-29 15:05:31.465091,Active,10,Low
API0014,Check Point,Logging API,/api/v1/logging,PUT,Finance,OAuth2,True,False,False,2025-07-05 15:05:31.460521,Deprecated,20,Low
API0316,Zscaler,Analytics API,/api/v1/analytics,POST,Finance,OAuth2,False,False,True,2026-05-12 15:05:31.466180,Active,80,High
API0089,CrowdStrike,CRM API,/api/v1/crm,POST,CRM,JWT,True,False,True,2025-09-17 15:05:31.462409,Zombie,70,High
API0388,Infosys,Admin API,/api/v1/admin,GET,DevOps,None,True,True,True,2026-02-25 15:05:31.466807,Active,60,High
API0274,Trend Micro,User API,/api/v1/user,PUT,Payments,None,True,True,False,2025-08-29 15:05:31.465575,Deprecated,30,Moderate
API0167,Snowflake,Logging API,/api/v1/logging,POST,Storage,OAuth2,True,True,False,2026-02-18 15:05:31.463629,Deprecated,10,Low
API0329,Zscaler,Storage API,/api/v1/storage,POST,Storage,OAuth2,True,True,True,2025-07-15 15:05:31.466280,Zombie,60,High
API0535,Auth0,CRM API,/api/v1/crm,PUT,Finance,Basic,True,False,False,2025-11-23 15:05:31.468062,Deprecated,20,Low
API0135,IBM Cloud,Admin API,/api/v1/admin,PUT,DevOps,API Key,True,False,False,2025-11-05 15:05:31.463121,Deprecated,20,Low
API0307,PwC,File Upload API,/api/v1/file-upload,POST,Identity,OAuth2,True,True,True,2026-06-21 15:05:31.466093,Active,40,Moderate
API0485,Mastercard,Authorization API,/api/v1/authorization,POST,DevOps,Basic,True,True,True,2026-02-23 15:05:31.467649,Active,40,Moderate
API0526,Auth0,Profile API,/api/v1/profile,POST,Analytics,API Key,True,False,False,2026-04-23 15:05:31.467988,Active,10,Low
API0320,Zscaler,Invoice API,/api/v1/invoice,GET,Analytics,API Key,True,True,False,2025-09-22 15:05:31.466209,Deprecated,10,Low
API0244,Okta,Payment API,/api/v1/payment,DELETE,CRM,None,False,False,False,2025-11-15 15:05:31.465117,Deprecated,70,High
API0055,Oracle,Payment API,/api/v1/payment,POST,CRM,JWT,True,False,True,2025-11-07 15:05:31.461918,Zombie,70,High
API0364,ServiceNow,Analytics API,/api/v1/analytics,PUT,Identity,OAuth2,True,True,True,2025-07-14 15:05:31.466611,Zombie,60,High
API0051,Oracle,Audit API,/api/v1/audit,DELETE,DevOps,JWT,True,True,False,2025-12-15 15:05:31.461870,Deprecated,10,Low
API0504,Wipro,Storage API,/api/v1/storage,PUT,CRM,JWT,False,False,False,2026-06-01 15:05:31.467806,Active,40,Moderate
API0175,Snowflake,User API,/api/v1/user,DELETE,Finance,OAuth2,False,True,True,2025-11-20 15:05:31.463731,Zombie,90,Critical
API0446,Accenture,File Upload API,/api/v1/file-upload,GET,Storage,Basic,True,True,True,2026-04-09 15:05:31.467286,Active,40,Moderate
API0190,Deloitte,Analytics API,/api/v1/analytics,DELETE,Payments,None,True,True,False,2026-03-27 15:05:31.463934,Active,20,Low
API0538,Auth0,Notification API,/api/v1/notification,GET,CRM,OAuth2,True,False,True,2025-10-15 15:05:31.468084,Zombie,70,High
API0464,Ping Identity,Billing API,/api/v1/billing,DELETE,Storage,OAuth2,False,True,True,2026-03-26 15:05:31.467431,Active,70,High
API0188,Deloitte,Authentication API,/api/v1/authentication,POST,Identity,JWT,True,False,False,2025-11-26 15:05:31.463910,Deprecated,20,Low
API0476,Workday,Search API,/api/v1/search,PUT,CRM,None,False,True,True,2026-02-12 15:05:31.467571,Active,90,Critical
API0170,Snowflake,Audit API,/api/v1/audit,DELETE,Analytics,OAuth2,True,False,False,2026-02-02 15:05:31.463664,Deprecated,20,Low
API0511,Stripe,Authorization API,/api/v1/authorization,PUT,Storage,None,True,False,True,2026-06-19 15:05:31.467867,Active,70,High
API0059,Oracle,Authorization API,/api/v1/authorization,GET,Storage,OAuth2,False,False,True,2025-12-16 15:05:31.461967,Zombie,100,Critical
API0475,Workday,Profile API,/api/v1/profile,POST,Identity,None,False,True,False,2026-03-29 15:05:31.467562,Active,50,Moderate
SHADOW001,AWS,Internal Service API 1,/internal/service-1,PUT,CRM,JWT,True,True,True,2026-06-23 15:05:31.707451,Shadow,90,Critical
SHADOW002,Ping Identity,Internal Service API 2,/internal/service-2,POST,HR,JWT,True,True,True,2026-06-23 15:05:31.707494,Shadow,90,Critical
SHADOW003,Accenture,Internal Service API 3,/internal/service-3,PUT,Payments,OAuth2,True,True,True,2026-06-23 15:05:31.707522,Shadow,90,Critical
SHADOW004,Redis,Internal Service API 4,/internal/service-4,PUT,Identity,API Key,False,False,True,2026-06-23 15:05:31.707538,Shadow,100,Critical
SHADOW005,MongoDB,Internal Service API 5,/internal/service-5,DELETE,Storage,JWT,False,False,True,2026-06-23 15:05:31.707550,Shadow,100,Critical
SHADOW006,Databricks,Internal Service API 6,/internal/service-6,GET,Storage,JWT,False,False,True,2026-06-23 15:05:31.707562,Shadow,100,Critical
SHADOW007,Stripe,Internal Service API 7,/internal/service-7,PUT,Finance,Basic,False,True,True,2026-06-23 15:05:31.707573,Shadow,100,Critical
SHADOW008,Cisco,Internal Service API 8,/internal/service-8,DELETE,Identity,Basic,True,False,True,2026-06-23 15:05:31.707583,Shadow,100,Critical
SHADOW009,Accenture,Internal Service API 9,/internal/service-9,POST,CRM,Basic,True,False,True,2026-06-23 15:05:31.707594,Shadow,100,Critical
SHADOW010,Cisco,Internal Service API 10,/internal/service-10,PUT,Payments,Basic,False,True,True,2026-06-23 15:05:31.707601,Shadow,100,Critical
SHADOW011,Oracle Cloud,Internal Service API 11,/internal/service-11,PUT,HR,API Key,False,False,True,2026-06-23 15:05:31.707607,Shadow,100,Critical
SHADOW012,AWS,Internal Service API 12,/internal/service-12,GET,Payments,OAuth2,False,False,True,2026-06-23 15:05:31.707613,Shadow,100,Critical
SHADOW013,SAP,Internal Service API 13,/internal/service-13,GET,DevOps,None,False,False,True,2026-06-23 15:05:31.707619,Shadow,100,Critical
SHADOW014,Visa,Internal Service API 14,/internal/service-14,PUT,Analytics,OAuth2,False,False,True,2026-06-23 15:05:31.707628,Shadow,100,Critical
SHADOW015,ServiceNow,Internal Service API 15,/internal/service-15,DELETE,Finance,Basic,False,True,True,2026-06-23 15:05:31.707634,Shadow,100,Critical
SHADOW016,Zscaler,Internal Service API 16,/internal/service-16,GET,Finance,API Key,True,False,True,2026-06-23 15:05:31.707640,Shadow,100,Critical
SHADOW017,Google Cloud,Internal Service API 17,/internal/service-17,PUT,DevOps,JWT,False,False,True,2026-06-23 15:05:31.707646,Shadow,100,Critical
SHADOW018,Wipro,Internal Service API 18,/internal/service-18,GET,CRM,API Key,False,True,True,2026-06-23 15:05:31.707653,Shadow,100,Critical
SHADOW019,Palo Alto Networks,Internal Service API 19,/internal/service-19,PUT,Identity,None,True,True,True,2026-06-23 15:05:31.707658,Shadow,100,Critical
SHADOW020,Palo Alto Networks,Internal Service API 20,/internal/service-20,PUT,CRM,JWT,False,False,True,2026-06-23 15:05:31.707664,Shadow,100,Critical
